,Category,Rating,Installs,Content_Rating,Last_Updated_Year,Min_Android_Ver,Reviews
1882,SHOPPING,4.0,10000000,Teen,2018,4.4,85435.0
1883,SHOPPING,4.6,10000000,Everyone,2018,4.1,47891.6
1884,SHOPPING,4.3,10000000,Everyone,2018,4.1,94294.0
1885,SHOPPING,4.2,10000000,Everyone,2018,4.1,81281.4
1886,SHOPPING,4.3,5000000,Everyone,2018,5.0,38961.0
1887,SHOPPING,4.4,10000000,Everyone,2018,4.1,60713.4
1888,SHOPPING,4.4,1000000,Everyone,2018,4.1,35563.0
1889,SHOPPING,4.6,10000000,Everyone,2018,4.1,85858.0
1890,SHOPPING,4.2,5000000,Everyone,2018,4.1,106798.0
1891,SHOPPING,3.6,5000000,Everyone,2018,4.0,8820.0
1892,SHOPPING,4.5,1000000,Everyone,2018,4.0,37186.0
1893,SHOPPING,4.4,1000000,Everyone,2018,4.0,25714.0
1894,SHOPPING,3.8,10000000,Everyone,2018,4.1,44255.0
1895,SHOPPING,3.6,10000000,Everyone,2018,4.1,18252.0
1896,SHOPPING,4.2,10000000,Everyone,2018,4.1,42750.0
1897,SHOPPING,3.6,1000000,Teen,2018,4.1,3656.0
1898,SHOPPING,4.3,5000000,Everyone,2018,4.1,43477.4
1899,SHOPPING,4.4,10000000,Everyone,2018,4.1,60713.4
1900,SHOPPING,4.5,1000000,Everyone,2018,4.0,30834.0
1901,SHOPPING,4.1,10000000,Everyone,2018,4.0,66357.8
1902,SHOPPING,4.3,1000000,Everyone,2018,4.1,2588.0
1903,SHOPPING,4.3,10000000,Teen,2018,4.4,48937.6
1904,SHOPPING,4.3,10000000,Teen,2018,4.1,77089.6
1905,SHOPPING,4.2,10000000,Everyone,2018,4.2,75128.4
1906,SHOPPING,4.2,10000000,Everyone,2018,4.3,63873.0
1907,SHOPPING,4.3,10000000,Everyone,2018,4.1,77089.6
1908,SHOPPING,4.2,10000000,Everyone,2018,4.1,81281.4
1909,SHOPPING,4.3,10000000,Everyone,2018,4.1,77089.6
1910,SHOPPING,4.6,10000000,Everyone,2018,4.2,58544.0
1911,SHOPPING,4.4,10000000,Everyone,2018,4.1,60713.4
1912,SHOPPING,3.8,10000000,Everyone,2018,4.0,48732.0
1913,SHOPPING,4.6,10000000,Everyone,2018,4.0,66550.4
1914,SHOPPING,4.5,10000000,Everyone,2018,4.0,80814.4
1915,SHOPPING,4.1,10000000,Everyone,2018,5.0,68406.0
1916,SHOPPING,4.3,5000000,Everyone,2018,4.1,45362.0
1917,SHOPPING,3.8,1000000,Everyone,2018,4.2,18364.0
1918,SHOPPING,4.0,5000000,Everyone,2018,4.0,15867.0
1919,SHOPPING,3.3,1000000,Teen,2018,4.0,9189.0
1920,SHOPPING,4.1,1000000,Everyone,2018,4.3,23187.0
1921,SHOPPING,4.1,1000000,Everyone,2018,4.1,11798.0
1922,SHOPPING,4.2,1000000,Everyone,2018,4.3,9975.0
1923,SHOPPING,4.1,10000000,Everyone,2018,4.1,52896.0
1924,SHOPPING,4.4,500000,Everyone,2018,4.0,7793.0
1925,SHOPPING,4.1,500000,Everyone,2018,4.4,9701.0
1926,SHOPPING,4.2,1000000,Everyone,2018,4.0,31519.0
1927,SHOPPING,4.5,10000000,Everyone,2018,4.1,64582.8
1928,SHOPPING,4.3,10000000,Everyone,2018,4.4,48937.6
1929,SHOPPING,4.1,1000000,Everyone,2018,4.1,42871.0
1930,SHOPPING,4.5,10000000,Everyone,2018,4.1,64582.8
1931,SHOPPING,4.4,10000000,Everyone,2018,4.1,60713.4
1932,SHOPPING,4.5,5000000,Everyone,2018,4.4,79261.0
1933,SHOPPING,4.6,10000000,Everyone,2018,4.1,47891.6
1934,SHOPPING,4.7,1000000,Everyone,2018,4.4,67071.0
1935,SHOPPING,4.3,10000000,Everyone,2018,4.4,46153.0
1936,SHOPPING,4.4,10000000,Everyone,2018,5.0,101883.0
1937,SHOPPING,4.4,50000,Everyone,2018,4.4,1659.0
1938,SHOPPING,4.7,1000000,Everyone,2018,4.1,57920.0
1939,SHOPPING,4.1,5000000,Everyone,2018,4.4,28523.0
1940,SHOPPING,4.2,1000000,Everyone,2018,4.1,24953.0
1941,SHOPPING,4.5,1000000,Everyone,2018,4.4,37253.0
1942,SHOPPING,4.2,1000000,Everyone,2018,4.1,33758.0
1943,SHOPPING,4.6,10000000,Everyone,2018,4.1,47891.6
1944,SHOPPING,4.3,100000,Everyone,2018,4.1,3420.0
1945,SHOPPING,4.1,500000,Everyone,2018,4.4,7193.0
1946,SHOPPING,4.6,500000,Everyone,2018,4.4,2278.0
1947,SHOPPING,4.2,500000,Everyone,2018,4.1,5121.0
1948,SHOPPING,4.2,5000000,Teen,2018,4.0,39735.0
1949,SHOPPING,4.2,100000,Everyone,2015,2.3,1558.0
1950,SHOPPING,4.2,1000000,Everyone,2018,4.0,16966.0
1951,SHOPPING,4.0,5000000,Teen,2018,4.1,41986.0
1952,SHOPPING,4.4,5000000,Everyone,2018,4.4,49002.2
1953,SHOPPING,4.0,1000000,Teen,2017,4.0,13085.0
1954,SHOPPING,4.5,1000000,Everyone,2018,4.1,28560.0
1955,SHOPPING,3.9,1000000,Everyone,2018,4.1,34171.0
1956,SHOPPING,4.5,5000000,Everyone,2018,4.4,44588.0
1957,SHOPPING,4.2,500000,Teen,2018,4.0,4158.0
1958,SHOPPING,4.3,10000000,Everyone,2018,4.4,105773.0
1959,SHOPPING,4.4,10000000,Everyone,2018,4.4,68828.4
1960,SHOPPING,4.5,1000000,Everyone,2018,4.4,33583.0
1961,SHOPPING,4.6,1000000,Everyone,2018,4.4,94205.0
1962,SHOPPING,4.3,10000000,Teen,2018,4.1,95520.0
1963,SHOPPING,4.7,10000000,Everyone,2018,4.4,59379.0
1964,SHOPPING,4.4,1000000,Teen,2018,4.1,25719.0
1965,SHOPPING,4.0,500000,Everyone,2017,4.1,4602.0
1966,SHOPPING,4.5,1000000,Teen,2018,4.1,72596.0
1967,SHOPPING,4.1,10000000,Everyone,2018,4.0,66357.8
1968,SHOPPING,4.4,100000,Everyone,2016,2.3,2375.0
1969,SHOPPING,4.5,1000000,Everyone,2018,4.4,35497.0
1970,SHOPPING,4.4,100000,Everyone,2018,4.1,3878.0
1971,SHOPPING,4.1,10000000,Everyone,2018,5.0,68406.0
1972,SHOPPING,4.3,5000000,Everyone,2018,4.4,44071.0
1973,SHOPPING,3.8,1000000,Everyone,2018,4.1,6380.0
1974,SHOPPING,4.5,500000,Everyone,2018,5.0,5123.0
1975,SHOPPING,4.7,10000000,Everyone,2018,4.4,59379.0
1976,PHOTOGRAPHY,4.1,1000000,Everyone,2018,4.4,19232.0
1977,PHOTOGRAPHY,4.6,5000000,Everyone,2018,5.0,98716.0
1978,PHOTOGRAPHY,4.8,1000000,Everyone,2018,4.1,36796.8
1979,PHOTOGRAPHY,4.0,500000,Everyone,2018,4.0,21159.0
1980,PHOTOGRAPHY,4.7,50000,Everyone,2018,4.1,1320.0
1981,PHOTOGRAPHY,4.7,1000000,Everyone,2018,4.1,50424.0
1982,PHOTOGRAPHY,4.1,1000000,Everyone,2018,4.4,32398.0
1983,PHOTOGRAPHY,4.5,5000000,Everyone,2018,4.2,38953.0
1984,PHOTOGRAPHY,4.7,10000000,Everyone,2018,4.4,59379.0
1985,PHOTOGRAPHY,4.7,10000000,Everyone,2018,4.1,55690.8
1986,PHOTOGRAPHY,4.5,10000000,Everyone,2018,4.0,80814.4
1987,PHOTOGRAPHY,4.5,1000000,Everyone,2018,4.2,21841.0
1988,PHOTOGRAPHY,4.5,1000000,Everyone,2017,2.3,10349.0
1989,PHOTOGRAPHY,4.5,100000,Everyone,2018,4.0,859.0
1990,PHOTOGRAPHY,4.4,5000000,Everyone,2018,5.0,40289.0
1991,PHOTOGRAPHY,3.7,1000000,Everyone,2018,4.0,3362.0
1992,PHOTOGRAPHY,4.3,5000000,Everyone,2018,4.2,49680.0
1993,PHOTOGRAPHY,4.5,1000000,Mature 17+,2018,4.1,3378.0
1994,PHOTOGRAPHY,4.4,1000000,Everyone,2018,4.0,10525.0
1995,PHOTOGRAPHY,3.3,5000000,Everyone,2018,7.0,3492.0
1996,PHOTOGRAPHY,4.4,500000,Everyone,2018,4.0,1864.0
1997,PHOTOGRAPHY,4.5,10000000,Everyone,2018,4.0,74476.0
1998,PHOTOGRAPHY,4.4,10000000,Everyone,2018,4.1,60713.4
1999,PHOTOGRAPHY,4.5,500000,Everyone,2018,4.0,3116.0
2000,PHOTOGRAPHY,4.7,1000000,Everyone,2018,4.2,31985.0
2001,PHOTOGRAPHY,4.5,1000000,Everyone,2018,4.0,4400.0
2002,PHOTOGRAPHY,4.6,1000000,Everyone,2018,4.4,11677.0
2003,PHOTOGRAPHY,4.3,10000000,Everyone,2018,2.3,56114.0
2004,PHOTOGRAPHY,4.6,1000000,Everyone,2018,4.0,15700.0
2005,PHOTOGRAPHY,4.4,1000000,Everyone,2018,4.1,16523.0
2006,PHOTOGRAPHY,4.5,5000000,Everyone,2018,4.1,26361.0
2007,PHOTOGRAPHY,4.2,1000000,Everyone,2018,4.0,4410.0
2008,PHOTOGRAPHY,4.0,1000000,Everyone,2018,2.3,5855.0
2009,PHOTOGRAPHY,4.4,5000000,Everyone,2018,4.1,47090.0
2010,PHOTOGRAPHY,4.7,10000000,Everyone,2018,4.4,59379.0
2011,PHOTOGRAPHY,4.3,10000000,Everyone,2018,4.0,28578.0
2012,PHOTOGRAPHY,4.4,10000000,Everyone,2018,4.0,53421.0
2013,PHOTOGRAPHY,4.3,10000000,Everyone,2018,4.0,79427.0
2014,PHOTOGRAPHY,4.3,1000000,Everyone,2018,4.0,21730.0
2015,PHOTOGRAPHY,4.4,5000000,Everyone,2018,4.1,62421.0
2016,PHOTOGRAPHY,4.4,5000000,Teen,2015,4.0,70189.0
2017,PHOTOGRAPHY,4.6,10000000,Everyone,2017,4.0,49239.0
2018,PHOTOGRAPHY,4.3,10000000,Mature 17+,2018,4.4,48937.6
2019,PHOTOGRAPHY,4.2,10000000,Everyone,2017,4.0,40619.0
2020,PHOTOGRAPHY,3.9,10000000,Everyone,2016,2.3,55427.0
2021,PHOTOGRAPHY,4.3,5000000,Everyone,2018,4.1,68070.0
2022,PHOTOGRAPHY,4.2,10000000,Everyone,2018,2.3,68474.2
2023,PHOTOGRAPHY,4.3,1000000,Everyone,2018,4.0,42677.0
2024,PHOTOGRAPHY,4.1,1000000,Everyone,2018,4.0,23440.0
2025,PHOTOGRAPHY,4.3,1000000,Everyone,2015,4.0,42079.0
2026,PHOTOGRAPHY,4.0,1000000,Everyone,2015,4.0,29707.0
2027,PHOTOGRAPHY,4.0,1000000,Everyone,2017,2.3,15098.0
2028,PHOTOGRAPHY,4.0,1000000,Everyone,2015,4.0,35724.0
2029,PHOTOGRAPHY,4.4,5000000,Everyone,2017,4.0,71898.0
2030,PHOTOGRAPHY,4.1,10000000,Everyone,2018,4.1,106080.0
2031,PHOTOGRAPHY,4.2,1000000,Everyone,2016,3.0,44941.0
2032,PHOTOGRAPHY,3.9,10000000,Everyone,2018,4.1,55500.8
2033,PHOTOGRAPHY,4.4,5000000,Everyone,2018,4.0,60082.8
2034,PHOTOGRAPHY,4.4,1000000,Everyone,2018,4.1,49553.0
2035,PHOTOGRAPHY,4.1,5000000,Everyone,2017,4.1,43296.0
2036,PHOTOGRAPHY,4.0,10000000,Everyone,2017,4.0,48579.2
2037,PHOTOGRAPHY,4.3,10000000,Everyone,2015,4.1,39688.4
2038,PHOTOGRAPHY,4.2,10000000,Everyone,2018,4.0,49910.8
2039,PHOTOGRAPHY,4.0,5000000,Everyone,2017,2.3,88860.0
2040,PHOTOGRAPHY,4.1,1000000,Everyone,2017,2.1,49211.0
2041,PHOTOGRAPHY,4.1,10000000,Everyone,2018,4.2,70851.6
2042,PHOTOGRAPHY,4.0,10000000,Everyone,2018,5.0,49714.8
2043,PHOTOGRAPHY,4.5,10000000,Everyone,2018,4.1,64582.8
2044,PHOTOGRAPHY,4.0,1000000,Everyone,2018,4.2,34753.0
2045,PHOTOGRAPHY,4.1,5000000,Everyone,2018,4.0,78140.0
2046,PHOTOGRAPHY,4.3,10000000,Everyone,2018,4.1,77089.6
2047,PHOTOGRAPHY,4.3,100000,Everyone,2014,2.2,12865.0
2048,PHOTOGRAPHY,4.2,10000000,Everyone,2018,4.0,49910.8
2049,PHOTOGRAPHY,3.8,100000,Everyone,2017,4.1,16320.0
2050,PHOTOGRAPHY,4.6,10000000,Everyone,2018,4.0,66550.4
2051,PHOTOGRAPHY,4.0,5000000,Everyone,2016,2.3,33439.0
2052,PHOTOGRAPHY,4.1,10000000,Everyone,2018,4.2,70851.6
2053,PHOTOGRAPHY,4.2,10000000,Everyone,2018,4.0,49910.8
2054,PHOTOGRAPHY,4.6,1000000,Everyone,2017,4.0,39246.8
2055,PHOTOGRAPHY,4.3,5000000,Everyone,2018,4.1,68071.0
2056,PHOTOGRAPHY,4.1,10000000,Everyone,2018,4.1,82166.6
2057,PHOTOGRAPHY,4.2,1000000,Everyone,2018,5.1,15426.0
2058,PHOTOGRAPHY,4.6,10000000,Everyone,2018,4.1,47891.6
2059,PHOTOGRAPHY,4.1,10000000,Everyone,2018,4.1,82166.6
2060,PHOTOGRAPHY,4.3,10000000,Everyone,2018,4.1,77089.6
2061,PHOTOGRAPHY,3.8,10000000,Everyone,2018,4.1,55923.4
2062,PHOTOGRAPHY,4.2,5000000,Everyone,2018,4.3,93726.0
2063,PHOTOGRAPHY,4.5,10000000,Everyone,2018,4.1,64582.8
2064,PHOTOGRAPHY,4.2,10000000,Everyone,2017,4.0,40619.0
2065,PHOTOGRAPHY,4.1,1000000,Everyone,2017,2.3,21578.0
2066,PHOTOGRAPHY,4.3,10000000,Everyone,2017,4.0,49239.0
2067,PHOTOGRAPHY,4.0,5000000,Everyone,2018,2.3,32896.0
2068,PHOTOGRAPHY,4.6,5000000,Everyone,2018,5.0,98717.0
2069,PHOTOGRAPHY,4.3,10000000,Everyone,2018,4.0,79427.0
2070,PHOTOGRAPHY,4.5,10000000,Everyone,2018,4.3,55111.0
2071,SPORTS,4.2,10000000,Everyone 10+,2018,5.0,60270.4
2072,SPORTS,4.3,100000,Everyone,2018,4.0,1802.0
2073,SPORTS,4.4,10000000,Everyone,2018,4.1,60713.4
2074,SPORTS,4.2,5000000,Everyone,2018,4.1,82882.0
2075,SPORTS,4.4,10000000,Everyone 10+,2018,4.4,68828.4
2076,SPORTS,4.7,10000000,Everyone,2018,4.4,59379.0
2077,SPORTS,4.6,500000,Everyone,2018,4.1,1733.0
2078,SPORTS,4.2,10000000,Everyone,2018,4.4,48937.6
2079,SPORTS,4.3,1000000,Everyone,2017,4.1,31908.0
2080,SPORTS,4.3,5000000,Everyone,2018,5.0,56270.0
2081,SPORTS,4.5,5000000,Everyone,2018,4.0,30614.8
2082,SPORTS,4.6,5000000,Everyone,2018,4.0,101455.0
2083,SPORTS,4.5,10000000,Everyone,2018,4.1,64582.8
2084,SPORTS,4.4,1000000,Mature 17+,2018,4.1,21733.0
2085,SPORTS,4.7,10000000,Everyone,2018,4.1,55690.8
2086,SPORTS,4.2,5000000,Mature 17+,2018,4.1,64707.2
2087,SPORTS,4.3,5000000,Everyone,2018,5.0,91031.0
2088,SPORTS,4.2,5000000,Everyone,2018,4.1,64707.2
2089,SPORTS,3.9,5000000,Everyone,2018,4.1,76346.0
2090,SPORTS,3.9,5000000,Everyone,2018,4.1,63938.0
2091,SPORTS,4.2,1000000,Everyone,2018,4.1,18678.0
2092,SPORTS,4.3,1000000,Everyone,2018,4.1,39878.0
2093,SPORTS,4.6,10000000,Everyone,2018,4.1,47891.6
2094,SPORTS,4.3,5000000,Everyone,2018,4.1,63580.0
2095,SPORTS,4.0,10000000,Everyone,2018,4.1,62840.8
2096,SPORTS,4.0,10000000,Everyone,2018,4.1,62840.8
2097,SPORTS,4.0,5000000,Everyone,2017,4.4,40444.4
2098,SPORTS,4.6,100000,Everyone,2018,4.1,1981.0
2099,SPORTS,4.3,1000000,Everyone,2016,4.2,16016.0
2100,SPORTS,4.2,1000000,Everyone,2018,4.1,9992.0
2101,SPORTS,4.3,1000000,Everyone,2018,4.1,36490.0
2102,SPORTS,4.4,5000000,Everyone 10+,2018,4.1,62887.4
2103,SPORTS,4.0,100000,Everyone,2018,4.1,218.0
2104,SPORTS,4.6,500000,Teen,2018,2.3,4011.0
2105,SPORTS,4.7,500000,Everyone,2018,4.1,25172.0
2106,SPORTS,4.3,500000,Everyone,2018,4.0,14123.0
2107,SPORTS,4.0,1000000,Everyone,2018,4.0,2487.0
2108,SPORTS,4.5,10000000,Everyone,2018,4.0,80814.4
2109,SPORTS,4.7,100000,Everyone,2018,4.1,950.0
2110,SPORTS,4.4,5000000,Everyone,2018,4.0,60082.8
2111,SPORTS,4.8,100000,Everyone,2018,4.4,1664.0
2112,SPORTS,3.3,100000,Everyone,2018,4.1,1391.0
2113,SPORTS,4.3,500000,Everyone,2018,4.4,2486.0
2114,SPORTS,3.9,10000000,Everyone,2018,4.1,55500.8
2115,SPORTS,4.4,100000,Everyone,2017,4.1,697.0
2116,SPORTS,3.9,1000000,Everyone,2018,4.2,5510.0
2117,SPORTS,4.4,500000,Everyone,2018,4.1,4549.0
2118,SPORTS,4.4,100000,Everyone,2018,4.1,6106.0
2119,SPORTS,4.2,5000000,Mature 17+,2018,4.1,64707.2
2120,SPORTS,4.1,10000000,Everyone,2017,4.4,64243.4
2121,SPORTS,4.0,1000000,Everyone,2018,5.0,43611.0
2122,SPORTS,4.0,1000000,Teen,2018,4.1,30840.0
2123,SPORTS,4.5,1000000,Everyone,2018,4.1,36255.0
2124,SPORTS,4.3,100000,Everyone,2018,4.1,752.0
2125,SPORTS,4.1,1000000,Everyone,2018,4.1,19230.0
2126,SPORTS,4.3,100000,Everyone,2018,4.1,926.0
2127,SPORTS,4.5,1000000,Everyone,2018,4.1,26102.0
2128,SPORTS,4.6,1000000,Everyone,2018,4.4,37167.0
2129,SPORTS,4.4,100000,Everyone,2018,5.0,2020.0
2130,SPORTS,4.2,50000,Everyone 10+,2018,4.0,798.0
2131,SPORTS,4.3,500000,Everyone,2018,4.1,7543.0
2132,SPORTS,3.4,100000,Everyone,2017,4.2,1845.0
2133,SPORTS,4.6,1000000,Everyone,2018,4.1,13098.0
2134,SPORTS,4.2,100000,Everyone,2018,2.3,1904.0
2135,SPORTS,4.0,1000000,Everyone,2018,4.0,11085.0
2136,SPORTS,4.1,50000,Everyone,2018,4.1,3387.0
2137,SPORTS,4.0,1000000,Everyone,2018,5.0,11151.0
2138,SPORTS,4.6,1000000,Mature 17+,2018,5.0,29673.0
2139,SPORTS,4.2,5000000,Mature 17+,2018,4.1,64707.2
2140,SPORTS,4.5,1000000,Adults only 18+,2018,4.4,50017.0
2141,SPORTS,4.4,1000000,Everyone,2018,4.1,63650.0
2142,SPORTS,4.0,5000000,Everyone,2017,4.4,40444.4
2143,SPORTS,3.5,1000000,Everyone,2018,5.0,50179.0
2144,SPORTS,4.2,10000000,Everyone 10+,2018,5.0,60270.4
2145,SPORTS,4.0,1000000,Everyone,2018,5.0,9971.0
2146,SPORTS,4.4,5000000,Everyone 10+,2018,4.1,62887.4
2147,SPORTS,4.8,10000,Everyone,2018,4.0,1660.0
2148,SPORTS,4.1,50000,Everyone,2016,2.3,361.0
2149,SPORTS,4.6,100000,Everyone,2018,4.1,5305.0
2150,SPORTS,4.3,1000000,Everyone,2018,4.4,24082.0
2151,SPORTS,4.4,10000000,Everyone 10+,2018,4.4,68828.4
2152,SPORTS,4.3,5000000,Everyone,2018,5.0,91033.0
2153,SPORTS,4.6,100000,Everyone,2018,4.1,990.0
2154,SPORTS,4.5,1000000,Everyone,2018,5.1,32386.0
2155,SPORTS,4.3,10000,Everyone,2018,4.1,101.0
2156,SPORTS,4.2,5000000,Everyone,2018,4.1,82883.0
2157,SPORTS,4.5,500000,Everyone,2018,4.2,35394.0
2158,SPORTS,4.0,5000000,Teen,2018,5.0,28895.0
2159,SPORTS,4.7,10000000,Everyone,2018,4.1,55690.8
2160,SPORTS,4.6,100000,Everyone,2018,4.1,11549.0
2161,SPORTS,4.1,5000000,Everyone,2018,5.0,34123.0
2162,SPORTS,3.5,500000,Everyone,2018,4.0,4057.0
2163,SPORTS,4.5,500000,Everyone,2018,2.3,5517.0
2164,SPORTS,3.9,500000,Everyone,2018,4.1,4272.0
2165,SPORTS,4.6,10000,Everyone,2016,4.1,539.0
2166,SPORTS,4.2,10000000,Everyone,2018,4.4,48937.6
2167,SPORTS,4.6,10000000,Everyone,2018,4.1,47891.6
2168,SPORTS,4.5,100000,Everyone,2018,2.3,2943.0
2169,SPORTS,4.4,10000000,Everyone,2018,4.4,68828.4
2170,SPORTS,4.2,1000000,Everyone,2018,4.1,18679.0
2171,SPORTS,4.0,5000000,Everyone,2018,4.2,68935.0
2172,SPORTS,4.2,1000000,Everyone,2018,4.4,80900.0
2173,SPORTS,3.9,1000000,Everyone,2018,4.2,5511.0
2174,SPORTS,4.2,5000000,Everyone,2018,4.1,75545.0
2175,SPORTS,4.5,10000000,Everyone,2016,4.1,35613.4
2176,TRAVEL_AND_LOCAL,4.1,10000000,Everyone,2018,5.0,44808.6
2177,TRAVEL_AND_LOCAL,4.4,5000000,Everyone,2018,5.0,52029.0
2178,TRAVEL_AND_LOCAL,4.4,1000000,Everyone,2018,5.0,49190.0
2179,TRAVEL_AND_LOCAL,4.1,500000,Everyone,2018,4.1,5150.0
2180,TRAVEL_AND_LOCAL,4.3,1000000,Everyone,2018,5.0,64713.0
2181,TRAVEL_AND_LOCAL,4.5,10000000,Everyone,2018,4.1,64582.8
2182,TRAVEL_AND_LOCAL,4.5,10000000,Everyone,2018,4.4,55571.2
2183,TRAVEL_AND_LOCAL,4.4,500000,Everyone,2018,4.0,6012.0
2184,TRAVEL_AND_LOCAL,4.5,10000000,Everyone,2018,4.1,64582.8
2185,TRAVEL_AND_LOCAL,4.4,1000000,Everyone,2018,4.1,17878.0
2186,TRAVEL_AND_LOCAL,4.1,5000000,Everyone,2018,4.1,26871.0
2187,TRAVEL_AND_LOCAL,4.4,10000000,Everyone,2018,4.1,60713.4
2188,TRAVEL_AND_LOCAL,4.0,5000000,Everyone,2018,4.0,33782.0
2189,TRAVEL_AND_LOCAL,4.7,5000000,Everyone,2018,4.0,57687.4
2190,TRAVEL_AND_LOCAL,4.6,10000000,Mature 17+,2018,4.4,41241.8
2191,TRAVEL_AND_LOCAL,3.9,5000000,Everyone,2018,6.0,24781.0
2192,TRAVEL_AND_LOCAL,3.6,10000000,Everyone,2016,4.1,32862.0
2193,TRAVEL_AND_LOCAL,4.1,10000000,Everyone,2018,4.1,76779.0
2194,TRAVEL_AND_LOCAL,3.9,10000000,Everyone,2018,4.4,98585.0
2195,TRAVEL_AND_LOCAL,4.1,10000000,Everyone,2018,5.0,44808.6
2196,TRAVEL_AND_LOCAL,4.3,10000000,Everyone,2018,4.3,58274.4
2197,TRAVEL_AND_LOCAL,3.7,1000000,Everyone,2018,5.0,16815.0
2198,TRAVEL_AND_LOCAL,3.4,1000000,Everyone,2018,4.0,2277.0
2199,TRAVEL_AND_LOCAL,4.4,5000000,Everyone,2018,4.1,45562.0
2200,TRAVEL_AND_LOCAL,3.6,500000,Everyone,2018,4.2,285.0
2201,TRAVEL_AND_LOCAL,3.3,100000,Everyone,2018,5.0,256.0
2202,TRAVEL_AND_LOCAL,3.7,5000000,Everyone,2018,4.1,21443.0
2203,TRAVEL_AND_LOCAL,3.6,1000000,Everyone,2018,4.4,7081.0
2204,TRAVEL_AND_LOCAL,4.8,1000000,Everyone,2018,5.0,17882.0
2205,TRAVEL_AND_LOCAL,3.9,10000000,Teen,2018,4.1,55500.8
2206,TRAVEL_AND_LOCAL,3.8,10000000,Everyone,2018,5.0,43935.0
2207,TRAVEL_AND_LOCAL,4.3,10000000,Everyone,2018,4.1,77089.6
2208,TRAVEL_AND_LOCAL,4.5,10000000,Everyone,2018,4.1,64582.8
2209,TRAVEL_AND_LOCAL,3.4,5000000,Everyone,2018,4.1,15750.0
2210,TRAVEL_AND_LOCAL,3.7,5000000,Everyone,2018,5.0,27560.0
2211,TRAVEL_AND_LOCAL,4.5,10000000,Everyone,2018,4.4,55571.2
2212,TRAVEL_AND_LOCAL,4.4,10000000,Everyone,2018,4.1,60713.4
2213,TRAVEL_AND_LOCAL,4.1,1000000,Everyone,2018,4.1,928.0
2214,TRAVEL_AND_LOCAL,4.0,5000000,Everyone,2018,4.1,26665.0
2215,TRAVEL_AND_LOCAL,3.9,1000000,Everyone,2018,4.0,13275.0
2216,TRAVEL_AND_LOCAL,4.4,5000000,Everyone,2018,4.4,48930.0
2217,TRAVEL_AND_LOCAL,4.8,1000000,Everyone,2018,4.1,43054.0
2218,TRAVEL_AND_LOCAL,4.3,1000000,Everyone,2018,4.1,15680.0
2219,TRAVEL_AND_LOCAL,3.7,5000000,Everyone,2018,4.1,16980.0
2220,TRAVEL_AND_LOCAL,4.2,1000000,Everyone,2018,4.4,5112.0
2221,TRAVEL_AND_LOCAL,3.5,5000000,Everyone,2018,5.0,30447.0
2222,TRAVEL_AND_LOCAL,4.3,10000000,Everyone,2018,4.1,77089.6
2223,TRAVEL_AND_LOCAL,4.7,10000000,Everyone,2018,4.0,66303.0
2224,TRAVEL_AND_LOCAL,4.3,10000000,Everyone,2018,4.4,48937.6
2225,TRAVEL_AND_LOCAL,4.1,1000000,Everyone,2018,4.1,12564.0
2226,TRAVEL_AND_LOCAL,4.3,1000,Everyone,2017,4.0,34.0
2227,TRAVEL_AND_LOCAL,4.1,100000,Everyone,2016,4.1,427.0
2228,TRAVEL_AND_LOCAL,4.2,5000000,Everyone,2016,4.0,35560.0
2229,TRAVEL_AND_LOCAL,4.3,10000000,Teen,2018,4.1,77089.6
2230,TRAVEL_AND_LOCAL,4.3,1000000,Everyone,2018,4.1,11182.0
2231,TRAVEL_AND_LOCAL,4.3,1000000,Everyone,2018,5.0,16734.0
2232,TRAVEL_AND_LOCAL,4.6,1000000,Everyone,2018,4.1,10035.0
2233,TRAVEL_AND_LOCAL,4.4,100000,Everyone,2018,4.4,20313.0
2234,TRAVEL_AND_LOCAL,4.2,1000000,Everyone,2018,4.4,25740.0
2235,TRAVEL_AND_LOCAL,4.2,5000000,Everyone,2018,4.4,42546.0
2236,TRAVEL_AND_LOCAL,4.4,1000000,Everyone,2018,4.1,6925.0
2237,TRAVEL_AND_LOCAL,4.4,1000000,Everyone,2018,4.4,24281.0
2238,TRAVEL_AND_LOCAL,4.4,5000000,Everyone,2018,5.0,52028.0
2239,TRAVEL_AND_LOCAL,4.4,1000000,Everyone,2018,4.1,18039.0
2240,TRAVEL_AND_LOCAL,4.4,1000000,Everyone,2018,5.0,22748.0
2241,TRAVEL_AND_LOCAL,4.4,5000000,Everyone,2018,4.1,47780.0
2242,TRAVEL_AND_LOCAL,3.7,1000000,Everyone,2018,4.1,7705.0
2243,TRAVEL_AND_LOCAL,4.4,1000000,Everyone,2018,4.1,33256.0
2244,TRAVEL_AND_LOCAL,3.6,1000000,Everyone,2018,4.1,14544.0
2245,TRAVEL_AND_LOCAL,4.4,10000000,Everyone,2018,4.2,70991.6
2246,TRAVEL_AND_LOCAL,4.0,5000000,Everyone,2018,4.0,48082.0
2247,TRAVEL_AND_LOCAL,4.1,1000000,Everyone,2018,4.1,2419.0
2248,TRAVEL_AND_LOCAL,4.4,1000000,Everyone,2018,4.1,17915.0
2249,TRAVEL_AND_LOCAL,4.4,1000000,Teen,2018,4.1,61776.0
2250,TRAVEL_AND_LOCAL,4.3,1000000,Everyone,2018,4.1,10323.0
2251,TRAVEL_AND_LOCAL,4.2,100000,Everyone,2018,4.1,1609.0
